labels,FeatDv3Cls
wafer_051,"tensor([2.030514,-3.139594,-4.571210,0.842276,2.493178,0.309761,-3.967255,-9.930028,8.751641,2.583937,-2.440305,-4.496101,3.494011,1.878458,2.611102,6.060261,4.814084,1.898275,4.015818,-3.595811,-1.189680,8.706979,-0.375817,-1.954310,0.981377,0.572613,-7.129353,3.645693,1.353704,-6.965851,-2.980227,-7.282461,-5.058702,3.139593,7.279203,-7.528771,5.654322,-0.279919,1.211617,6.000678,4.272737,-1.171265,7.542711,-4.782934,9.133506,-1.419476,-5.107947,-5.940679])"
wafer_052,"tensor([8.919117,-2.217110,-6.603140,5.631809,7.383105,-0.831322,1.194039,-12.337053,16.733815,9.258759,-4.024953,-0.002730,5.394737,3.247551,-5.341569,4.065693,0.102656,-4.785756,-1.619326,-1.618512,-1.897085,10.133014,-5.390739,-3.881421,3.741001,-1.432943,-13.128845,-3.542214,3.968215,-5.374341,1.209003,-5.047719,4.609934,9.879097,7.247727,-6.626246,-7.567210,7.679419,9.337592,4.272518,-2.660811,2.405755,10.925572,5.287377,8.670881,-7.327553,0.365018,-12.131198])"
wafer_053,"tensor([-8.524848,-4.666499,4.079000,1.151525,-3.423703,-3.020840,-8.175616,4.237590,-9.708731,-9.139640,-3.455714,0.499143,-9.482638,0.085577,2.453255,-8.533823,0.234567,-5.822260,-8.148124,3.595088,-0.529488,-3.457045,4.230483,-2.533777,5.674062,10.417614,4.664717,-4.508003,-4.795747,10.365601,3.948066,-3.384420,-1.971861,-2.461438,-5.684037,7.898836,-1.045082,-5.744151,-6.122503,-8.817216,-2.504764,0.584484,-3.259879,-7.833762,-4.225462,2.938291,6.428669,7.844316])"
wafer_054,"tensor([-11.101805,-7.857425,0.178844,5.470996,-0.444263,-3.563656,-10.779478,6.996571,-8.422386,-8.335869,-3.725193,0.193390,-11.013649,-0.340261,2.699323,-7.521493,2.787343,-3.326450,-7.906359,-0.245915,0.681879,-1.273440,6.736020,-1.847741,7.463568,6.132427,1.214074,-3.658204,-3.681341,9.461904,0.741759,-7.772882,-6.849372,-4.320913,-3.656777,3.175246,3.384636,-3.364082,-4.902998,-2.574737,1.097445,-3.186741,-1.615596,-7.290332,-1.543608,1.977154,3.333418,2.855884])"
wafer_055,"tensor([0.204995,-2.203631,-1.613689,2.983734,4.050816,-0.629357,-6.004234,-5.311623,6.730679,1.359720,-2.786378,-2.932439,-0.217786,-0.982018,2.708006,4.699752,2.919288,1.859845,1.241369,-3.249447,-1.042772,9.927037,0.844989,-1.081633,1.938924,-1.676981,-7.508715,1.803409,1.589376,-4.728255,-1.737421,-8.182378,-5.071820,-0.842961,3.394752,-8.717058,5.090191,0.328958,-0.617227,3.751410,4.236104,-1.958517,6.685329,-4.425865,9.265100,-3.571716,-1.957504,-7.626073])"
wafer_056,"tensor([6.935110,7.015369,-0.344307,-5.049243,-2.908798,0.887014,4.255099,-4.172695,5.859783,3.387331,2.102428,-3.595102,8.515215,1.351660,-1.072630,-1.284247,-1.430165,1.737616,1.628223,-0.091203,2.832321,-4.393742,-1.875306,-1.138789,-2.201093,3.012972,5.402819,-7.696695,0.589973,-0.242661,1.586505,8.502041,6.595432,4.799007,5.765827,2.123484,-9.923171,2.321474,7.855328,-2.743309,-2.671748,-0.325600,0.407998,2.397145,-1.544545,4.183926,4.634849,4.083754])"
wafer_057,"tensor([8.833408,-0.386559,-5.931972,5.525046,8.532299,-2.110810,-0.136807,-11.193942,17.345014,9.173928,-4.869465,0.959721,1.260395,2.092067,-3.965904,1.837340,0.602533,-5.058269,-2.883318,-0.193672,0.419543,12.956862,-6.119465,-5.985506,6.247056,-3.463196,-12.306016,-1.160533,3.660547,-4.150379,0.806964,-6.592788,2.648064,6.941548,5.636608,-4.795895,-8.849405,5.287533,2.495240,3.132034,-0.380434,1.031300,9.761882,3.815264,10.594180,-6.915440,0.603802,-10.736427])"
wafer_058,"tensor([-1.835963,-2.167495,-0.578621,-0.903788,0.551632,-0.814371,-9.332999,-8.428190,7.079546,-0.743568,-1.504870,-7.778584,3.778930,0.849016,5.797822,2.915178,5.570835,3.493223,3.933601,-4.783523,0.820025,7.586074,2.129688,-0.653566,1.142427,1.253594,-4.401051,2.582830,1.431745,-7.348558,-3.497774,-9.214342,-7.164200,-0.951363,5.692016,-8.975878,9.098721,-1.862099,-0.031207,2.372104,4.597373,-3.491337,7.355641,-7.970741,9.180525,2.209719,-1.960359,-3.358522])"
wafer_059,"tensor([-8.799906,-0.074471,-2.846294,5.672739,1.574306,4.589933,3.190276,8.601121,-8.071205,-8.409669,-5.169917,3.283242,-13.042965,-3.873831,2.968307,2.570801,2.050862,3.810929,0.740071,4.863725,-0.210262,0.313122,-0.611947,-2.200318,6.809343,-5.007211,0.290024,13.635513,-8.606959,3.925811,-1.761027,-2.993291,-12.849061,-9.715537,-5.380809,6.491525,9.254936,-8.296887,-14.245857,5.730689,9.293069,-0.897640,-2.979614,-9.508015,1.609747,2.258204,-11.304875,8.657693])"
wafer_060,"tensor([7.320920,8.191944,0.495894,-6.273989,-6.023722,2.600883,6.058985,-2.927459,2.372813,3.421031,3.116477,-5.292950,10.872749,0.993658,-1.740467,1.639179,-2.833193,4.131780,3.487413,-1.533688,1.146015,-6.492744,-0.559629,1.115036,-5.074605,4.895443,8.458081,-10.680434,1.787723,-0.257992,3.006035,12.284304,7.995007,4.173759,5.756923,-0.043138,-9.481499,4.306020,12.230271,-2.048881,-3.416183,-1.526260,-1.474327,1.909603,-1.941617,4.860928,5.508702,2.555499])"
wafer_061,"tensor([11.752044,9.760899,1.976879,-6.583736,-3.854479,0.778887,4.688324,-6.878377,7.584490,6.653963,1.943236,-4.129064,9.207743,0.760070,-0.937873,-0.229595,-2.884455,1.925023,2.209589,0.666812,2.427436,-1.065507,-2.665964,-2.196912,-3.376909,5.817728,6.334798,-9.498667,2.297068,-0.574861,3.218542,10.030343,10.671788,5.418095,6.238522,0.621606,-14.167485,2.085632,7.311831,-5.532273,-2.465626,0.474569,0.658590,3.271522,-0.233405,2.845004,7.615862,3.074326])"
wafer_062,"tensor([-10.797232,-8.515309,1.281952,4.741194,0.031032,-4.879223,-12.655717,3.247476,-6.629846,-7.992345,-5.127863,1.321638,-13.762781,0.954834,3.096977,-8.961856,1.789272,-6.889340,-10.466806,2.188466,-1.287037,1.490438,4.424376,-3.425895,8.382530,7.339508,-1.615798,-1.507471,-4.072989,8.897188,1.844156,-10.257990,-5.834071,-3.544253,-7.699689,5.327002,1.722805,-5.817113,-9.153317,-6.830357,0.358243,-1.107230,-1.056978,-8.646792,0.350337,1.115768,6.010422,2.798070])"
wafer_063,"tensor([-12.543782,-8.554758,1.604769,5.039952,-0.319960,-3.694986,-10.960736,6.989867,-10.418243,-9.503411,-4.338245,1.093219,-13.250312,-0.579656,3.763348,-7.399945,2.690336,-4.934591,-8.245067,1.408365,-0.848059,-0.255429,5.988192,-2.162684,7.033436,5.438224,0.602670,-0.910354,-4.328229,9.412187,0.774933,-8.753436,-8.032011,-5.443360,-7.124397,5.020861,5.768442,-6.695575,-9.448038,-4.146718,1.298111,-1.647688,-2.262224,-8.447477,-1.594701,1.477141,2.614165,3.945585])"
wafer_064,"tensor([-3.209061,-1.239466,0.168900,0.197944,0.057093,-0.007037,-6.559787,-7.862064,6.467896,-2.570933,-2.318459,-6.534761,2.378771,0.851032,3.824584,3.156207,3.100234,1.741576,2.123856,-2.471993,0.573965,6.759373,0.066052,0.227199,1.645935,0.214808,-4.917740,2.429259,-0.621527,-6.440525,-1.593075,-7.670557,-6.153857,-1.174478,3.499847,-5.795044,6.905804,-1.142552,0.242475,1.371610,2.793752,-1.511190,6.737221,-8.056184,7.230278,2.354017,-0.899748,-1.035195])"
wafer_065,"tensor([0.874104,-1.926322,-3.018857,3.041051,3.836089,0.131431,-6.162927,-6.701107,8.250180,1.121375,-4.364928,-3.910628,-0.490041,-1.023548,4.566580,4.205256,4.164077,2.205529,1.770243,-1.795039,0.081793,11.701616,0.020836,-3.563682,4.091385,-0.224096,-6.853577,2.614144,0.167237,-4.678327,-1.560759,-9.233866,-6.411817,-0.723718,4.760121,-7.255026,4.484009,-1.541067,-2.534302,4.305632,6.015692,-3.307681,7.927971,-6.315888,11.072818,-2.032979,-3.395434,-5.062802])"
wafer_066,"tensor([7.233968,-1.141303,-9.186277,5.950712,8.432556,-0.438089,2.744260,-10.065383,16.741224,8.861770,-5.765265,1.533564,1.846188,2.883869,-5.400814,2.707755,1.761022,-4.733384,-2.070172,-0.689985,0.829830,9.475147,-5.668944,-5.934078,6.815229,-3.948389,-13.028298,-0.157706,2.159531,-4.251636,-0.557009,-5.765419,0.965187,8.546121,8.810099,-2.441014,-7.511008,5.206754,4.821077,7.268964,-0.040180,1.260366,11.095253,3.855343,9.721925,-4.909798,-3.918274,-8.028353])"
wafer_067,"tensor([9.376250,8.958090,1.195400,-5.654346,-3.806582,-0.046212,3.174252,-0.683700,1.011227,4.704250,2.737696,-4.081462,7.140162,-0.729950,2.486155,-1.773508,0.846250,3.943106,3.504798,-1.095473,4.911724,-4.065928,2.035763,-2.548833,-3.668644,5.378506,9.531921,-8.210917,2.036083,2.585223,0.891659,10.390104,7.229446,1.700770,7.741192,2.364158,-9.522226,-0.534280,4.303356,-2.277053,1.357420,-2.651910,-1.460880,2.350331,-3.008130,4.650253,3.596436,5.794377])"
wafer_068,"tensor([0.590622,-1.912560,-4.196494,0.315756,2.477335,0.113352,-7.373407,-9.025722,10.752219,2.618124,-1.122534,-6.813090,4.682952,1.216985,4.164216,5.650796,5.005318,5.306886,5.434363,-5.573943,-0.767100,10.280082,0.876889,-1.360142,-0.076466,-3.192753,-6.670697,3.636657,2.225607,-10.206309,-5.389812,-8.820922,-7.793761,0.025686,5.998143,-12.012093,6.849174,0.927520,1.354291,6.324268,5.979476,-3.855140,8.281940,-5.069199,11.155474,-0.055373,-2.194044,-7.935659])"
wafer_069,"tensor([0.788770,-2.882142,-2.004206,2.618857,3.533867,-0.651909,-3.768198,-4.993215,4.839096,2.242724,-1.713648,-3.790983,3.152865,-0.252607,2.933715,6.314584,3.575764,1.843596,4.331347,-3.695066,-0.335767,7.997053,1.426575,-0.036955,-0.047822,-1.292140,-6.893814,1.407717,2.708587,-5.171667,-1.856412,-7.032780,-3.463247,0.547563,7.218750,-8.654191,7.430331,1.447135,2.132424,6.165844,3.207713,-2.216355,7.735873,-2.938225,7.481744,-3.732035,-5.710285,-7.560393])"
wafer_070,"tensor([-0.591879,-3.511790,-0.284211,0.425189,0.729351,-0.077115,-4.657878,-4.575306,3.381203,0.138551,-0.433342,-4.036114,4.386207,-0.035308,3.155156,4.464366,3.635285,2.139893,3.608411,-4.075402,0.243221,4.831751,1.678184,1.378870,-1.438529,-0.322294,-4.473588,0.434090,2.222555,-4.567766,-2.402109,-5.713256,-3.573916,0.485256,5.335145,-7.591615,7.613416,1.760074,2.973875,3.741919,1.843414,-2.077524,5.189204,-2.642842,4.685925,-1.445861,-3.464940,-5.925686])"
wafer_071,"tensor([-6.270151,3.725384,-2.586319,5.952051,3.027262,3.627566,2.466358,12.924617,-7.125257,-4.900611,-4.842720,4.132055,-15.729514,-7.343752,4.630326,-0.147410,0.734530,4.841581,-0.873277,4.913583,2.784907,2.915491,0.572397,-4.097675,8.027035,-7.547728,1.982175,11.095244,-7.924821,6.479745,-1.154066,-2.797624,-11.366246,-12.216333,-6.864346,5.939631,3.448970,-8.980968,-17.487623,4.750631,11.196071,-3.905946,-4.406545,-8.491926,3.221672,1.819483,-7.298862,8.401757])"
wafer_072,"tensor([7.924451,4.250923,0.698578,-5.841079,-5.953260,1.243966,3.343063,-7.014950,1.977606,3.088814,2.013648,-4.122277,10.269426,2.548700,-0.625644,1.028108,-0.882471,2.241046,3.663959,-0.435211,-1.157448,-4.016087,-0.141915,-1.670866,-5.410425,8.894306,7.095021,-7.885041,1.716848,-0.860913,2.146713,9.470287,7.828097,6.728533,6.620061,0.449865,-7.789003,1.866235,8.796833,-2.910253,-2.691545,0.558879,-0.261075,0.774082,-2.826380,3.825580,4.456914,3.511966])"
wafer_073,"tensor([6.709854,-0.231047,-7.056925,5.259420,8.351116,-1.311123,2.046459,-9.762228,18.970079,7.581567,-5.975896,-0.120784,3.101228,2.912281,-6.952084,0.585112,-0.811085,-5.878528,-3.689559,-0.329032,0.937177,8.354432,-6.800855,-4.722334,7.319337,-4.394321,-12.621499,-2.161882,2.189867,-4.971543,1.235886,-5.773071,3.019189,7.496227,5.281696,-1.895689,-9.933509,6.371978,6.098358,3.053370,-2.411680,2.030046,10.054356,4.597065,9.195716,-4.924166,1.007953,-8.901877])"
wafer_074,"tensor([-10.302821,-6.574724,1.172767,4.233701,-0.253994,-3.047011,-9.412197,3.931874,-5.759353,-9.180666,-6.160515,1.352142,-13.643932,0.245421,2.012711,-7.575632,0.623853,-5.565148,-9.203372,3.222227,-0.844911,1.011428,2.768906,-3.414199,8.946854,5.883080,0.289259,-0.368901,-6.049411,8.297709,2.172778,-8.184133,-6.797600,-3.969876,-7.553887,6.474259,1.624770,-5.809943,-9.303819,-6.205037,1.133850,0.207288,-1.850192,-9.484303,-0.218232,2.331102,4.970034,5.288759])"
wafer_075,"tensor([0.281287,-2.535578,-0.694355,2.442631,1.447834,-0.407757,-3.829861,-3.523243,2.991793,1.144425,-1.612953,-4.304611,4.724927,-1.629543,3.303419,6.085328,3.319980,3.551076,4.234091,-3.878782,0.021952,6.463387,2.956285,0.961818,-0.441684,0.412769,-5.031121,-2.281745,3.025204,-3.716324,-0.063969,-4.604420,-2.045483,-0.325561,7.037948,-9.052021,6.511489,2.261777,4.532679,5.770057,2.244156,-3.542374,6.287864,-3.018327,6.285989,-3.396001,-4.444371,-7.155886])"
wafer_076,"tensor([7.101418,-1.374543,-6.756888,4.992594,8.486597,-1.381861,0.971833,-12.819437,19.835158,8.273028,-6.338403,0.742702,2.488322,4.347302,-5.582812,2.041684,-0.584513,-6.607986,-3.524052,0.629340,-0.588816,11.414241,-7.494685,-4.646398,6.757467,-4.534169,-15.702997,0.152897,2.010586,-6.018544,0.322370,-7.645420,2.817897,9.157102,5.823889,-2.988382,-7.978353,5.507158,4.245111,3.493055,-2.247003,3.069589,11.659835,4.518695,10.519238,-6.028236,-0.210504,-9.245170])"
wafer_077,"tensor([-0.479483,-0.560364,0.612988,-1.430167,1.155011,-1.597470,-9.103694,-7.926601,8.125896,-0.026248,-0.566625,-6.899631,5.006054,1.387332,5.596926,2.305240,4.542531,2.593499,3.807377,-4.075292,1.177581,7.644691,1.682396,0.192434,-1.159017,-0.175912,-4.496940,2.274938,1.992253,-7.341748,-3.870734,-8.414459,-5.055678,-1.110883,5.138715,-8.452927,7.726005,-0.834064,-0.573533,0.962300,4.320240,-2.613737,6.569029,-6.135329,7.954808,0.980778,-1.152135,-3.522653])"
wafer_078,"tensor([-0.998012,-1.228503,0.354321,1.495488,1.123013,0.094174,-3.649610,-5.531754,5.902627,-0.653732,-2.216122,-4.406095,2.378746,-0.459253,2.819147,4.833846,2.213848,1.093819,2.201701,-2.158763,0.038818,6.818508,0.666759,0.173666,1.428426,-0.877949,-5.858304,1.340381,0.664503,-5.015111,-0.809364,-6.507131,-4.050169,-0.668198,3.841822,-6.576801,5.511221,0.400908,1.215894,2.952901,2.195904,-1.484662,6.286865,-4.327964,6.917553,-1.156099,-2.278097,-4.307957])"
wafer_079,"tensor([-14.326701,-9.996062,2.353244,3.504527,-2.157752,-3.684031,-10.133810,6.047980,-12.722383,-12.672929,-4.200022,0.979449,-12.146832,1.283862,3.341031,-8.515364,1.965881,-6.133980,-8.215404,1.466948,-0.817199,-4.603922,5.446031,-0.342241,7.348051,7.675633,1.325828,-0.310613,-6.021496,9.415527,1.268385,-8.162572,-7.404644,-4.080635,-6.967625,7.347710,6.652338,-7.011720,-7.940638,-5.412518,-1.012231,-0.043560,-2.416389,-9.406796,-4.713225,3.184391,1.592944,7.441037])"
wafer_080,"tensor([7.451401,1.386775,-5.126114,4.312587,8.626233,-1.706589,1.061634,-10.894626,20.151092,8.181185,-5.072776,0.858571,4.040216,2.473088,-5.124327,-0.091261,0.343980,-6.450457,-2.680616,0.202633,2.498791,9.554548,-6.340231,-3.983037,6.314404,-5.220976,-13.409089,-1.450054,2.643161,-5.024185,0.875761,-6.395745,3.219512,7.985600,7.112793,-2.486814,-8.592526,5.697726,4.810088,2.654928,-1.582949,2.354245,11.850959,4.199799,9.392409,-5.159660,-0.641830,-7.577572])"
wafer_081,"tensor([8.433176,6.834183,0.845940,-3.395872,-3.151943,-0.313324,5.656134,-1.439174,1.743847,3.995964,0.599720,-1.238456,7.758742,1.049987,-3.392554,-3.228955,-2.551050,-1.201140,-0.274688,0.331053,2.962949,-6.058335,-0.443767,-2.536761,-0.807193,7.161982,7.160652,-12.542468,1.432313,5.350124,4.997476,10.547933,10.574298,5.718733,6.568165,5.631291,-14.087478,3.294334,9.306595,-3.709518,-4.855633,-0.102571,-0.829315,5.141648,-4.933705,2.452192,5.001456,5.430948])"
wafer_082,"tensor([-7.326665,-2.051194,-0.378403,6.772474,2.067270,3.055520,4.287574,8.868100,-10.656561,-6.981600,-4.759988,6.002406,-13.226185,-5.382211,1.691278,3.368570,-0.009405,0.390043,-0.809511,6.067943,-0.132193,1.725316,-0.223312,-1.577979,5.766297,-4.805595,-1.970551,12.880814,-7.125420,4.698013,-0.139699,-3.168712,-8.241349,-7.691304,-6.015751,6.356455,9.207004,-7.238778,-14.133203,5.385758,5.418305,1.915799,-2.906119,-6.020509,-0.897836,-2.136444,-12.109164,6.355101])"
wafer_083,"tensor([-11.079116,-2.847166,-0.892287,7.005096,2.510045,3.129277,1.182087,9.991349,-9.245779,-8.162280,-3.765142,5.554765,-15.359293,-5.545953,1.337947,2.498512,-0.677450,2.073763,-1.649249,4.997604,-2.230803,2.579749,-1.191626,0.300963,6.832776,-7.572055,-2.912238,14.109619,-7.319003,3.148905,-1.187332,-5.791426,-11.599752,-10.133292,-11.516465,3.173484,10.116966,-5.422493,-14.182844,3.637734,5.846725,0.259484,-4.266371,-8.011350,1.251670,-1.676051,-7.153950,3.309934])"
wafer_084,"tensor([-0.145296,-4.281811,-0.735302,1.872283,2.446872,-0.612172,-5.552581,-10.182512,8.401604,0.006993,-2.922176,-4.666292,3.749884,0.917266,1.640458,6.847836,2.496499,1.152946,2.553684,-3.316423,-2.064061,10.450947,-0.553186,0.632989,1.255951,-0.770362,-9.383713,2.268309,1.800808,-8.523264,-0.682837,-9.999284,-4.243701,1.888204,4.272021,-10.427795,7.925568,2.700731,3.397070,2.727320,0.642499,0.026643,9.099494,-5.166083,9.294309,-3.417711,-2.259660,-8.650517])"
wafer_085,"tensor([-11.713576,-6.158456,2.257626,2.753817,-1.201622,-4.927634,-11.511541,8.045420,-9.844832,-9.095912,-2.721070,0.282728,-11.685899,0.025705,4.499885,-10.411500,2.417182,-4.653099,-8.226057,0.212123,1.440585,-3.856719,6.738693,-1.059139,6.803683,5.867267,2.873303,-2.822327,-4.844649,9.882686,0.527078,-7.070176,-6.406608,-5.625401,-6.397984,6.053989,3.057366,-6.230466,-7.961378,-5.821484,1.036264,-2.477246,-2.765795,-7.438901,-2.569914,4.097322,4.578115,6.742785])"
wafer_086,"tensor([-6.497733,-0.679938,0.656305,5.278685,1.938150,4.376475,5.585724,7.495169,-8.177306,-6.245009,-3.548997,5.894979,-12.050852,-5.810711,1.747122,5.325876,-1.635993,2.507369,0.678023,6.118808,-2.313850,3.355850,-2.449591,-0.702080,4.101043,-6.604824,-2.088862,14.048471,-6.770957,2.074500,0.282731,-2.215175,-8.269256,-7.700264,-7.731230,4.859437,9.126315,-6.481423,-14.169327,3.943551,5.841598,2.122109,-3.310291,-6.774381,0.331340,-3.196290,-10.732104,4.959619])"
wafer_087,"tensor([4.402918,-2.994754,-6.026891,4.608921,6.738517,-0.314515,0.810849,-11.520140,14.632925,5.015691,-4.755742,0.672964,1.649704,4.006313,-4.664952,2.756183,0.629733,-5.792459,-1.931364,0.367474,-1.364225,8.521776,-6.753572,-3.744927,5.208395,-3.328782,-12.369823,2.805202,1.392350,-6.187161,-1.041227,-6.995459,0.268878,7.802172,5.237532,-2.384474,-3.533021,3.972827,2.938368,3.903784,-1.792117,3.539106,9.240817,2.641889,7.995287,-4.968724,-2.684833,-7.679427])"
wafer_088,"tensor([0.598984,-1.153215,-2.177308,-0.770406,0.970350,0.587903,-5.917557,-8.963191,8.312458,1.317769,-1.503538,-6.077609,3.208480,1.420230,3.784981,4.761646,3.673428,3.822315,4.619556,-3.777641,-0.848490,8.405414,0.067693,-1.516965,0.464553,-0.886212,-4.962016,3.298331,1.284119,-8.237065,-3.057236,-7.794218,-5.751099,0.060423,4.883382,-8.406040,6.354653,-0.699928,0.362090,3.917629,5.001595,-2.725765,6.417994,-6.576816,9.314091,0.753998,-2.012000,-4.575653])"
wafer_089,"tensor([-9.330161,-5.538497,-1.850419,2.823911,0.201112,-3.313072,-10.077866,1.948903,-3.529075,-7.189976,-5.070371,-1.242863,-10.238805,2.184277,3.045702,-8.947814,3.548177,-4.464048,-7.977990,0.268744,1.675191,-1.020015,3.691037,-4.457148,8.393689,6.570857,0.679459,-0.433455,-5.199849,6.716091,-0.722224,-8.259872,-8.350447,-1.240234,-2.564569,6.412884,1.042280,-6.518132,-7.958848,-3.522324,2.621822,-1.857904,-0.051952,-8.927679,0.697918,5.379837,3.695030,6.792965])"
wafer_090,"tensor([-11.256296,-10.164491,-0.625015,1.943472,-1.203978,-3.517688,-11.997207,0.911405,-7.654214,-9.284612,-3.648918,0.566877,-12.983485,3.082485,3.391300,-6.323892,3.332128,-3.755184,-6.594129,0.826325,-4.777809,1.291395,3.441947,-3.155769,5.420492,6.814652,0.146168,5.216627,-5.574626,3.980022,-1.177909,-9.861320,-9.791865,-2.534873,-7.474466,4.083931,6.928880,-8.059865,-11.540270,-4.371344,2.767546,0.366398,-2.999393,-10.947623,0.752615,3.304119,3.256246,5.340976])"
wafer_091,"tensor([7.211727,0.698990,-4.413454,3.639506,7.254447,-1.641867,0.748355,-12.299202,18.362514,7.792641,-4.713687,-0.397610,3.923960,3.066513,-4.371605,1.312556,0.083118,-5.462954,-1.451393,-0.540428,1.229796,10.465799,-6.595268,-3.587444,5.344112,-3.763288,-12.531789,-0.983437,3.046033,-6.334187,-0.379620,-6.567967,2.675390,7.562329,6.473602,-3.915727,-6.784267,4.738556,4.691321,2.592358,-1.712153,2.131280,10.638948,4.364036,9.154619,-5.028917,-0.911538,-8.309112])"
wafer_092,"tensor([-10.172082,-8.054463,0.929100,4.240495,-0.444652,-5.387914,-15.392991,1.908539,-4.695561,-7.887227,-5.636696,-1.568418,-12.360548,0.258624,4.477260,-8.231691,3.222914,-5.049288,-9.607488,0.486683,-0.671373,3.330437,5.631271,-4.341655,9.195298,8.890540,-0.439804,-4.027051,-4.065652,8.484928,2.035357,-11.587502,-7.408481,-4.010656,-5.024000,2.106034,1.328988,-5.162389,-7.863307,-6.154643,1.976121,-2.447427,0.437899,-10.577688,3.123029,2.264714,7.921715,2.590969])"
wafer_093,"tensor([-8.187650,-1.129451,-2.139887,8.437780,3.798660,4.039659,1.799924,5.789525,-2.344338,-6.031927,-6.863149,4.772934,-15.673918,-5.166915,0.005852,3.101858,-2.027066,0.582919,-3.535866,5.715722,-2.587980,6.972516,-4.060873,-2.320089,8.932659,-8.502042,-5.803767,13.296226,-7.881426,1.827825,-0.035541,-7.553120,-10.867170,-8.692877,-10.851757,3.263483,5.753475,-5.096702,-14.960567,3.008444,6.292714,0.574315,-1.206941,-8.554467,5.806248,-2.560217,-6.076734,2.390258])"
wafer_094,"tensor([-8.781519,-1.215260,0.143751,6.080916,1.891511,2.354872,3.191933,10.494518,-8.753903,-7.824197,-3.985289,5.751512,-14.109474,-4.676242,-0.066827,0.101177,-1.358670,-0.585800,-3.433024,6.070260,-0.471054,-0.150135,-1.501977,-1.115746,7.358590,-4.394646,-0.836064,8.573020,-7.272451,6.604439,1.735354,-2.986845,-7.617919,-8.133319,-8.231730,7.543942,5.570374,-5.919079,-11.792071,1.502128,3.877909,0.779942,-3.735215,-6.341661,-1.249077,-1.103878,-6.210943,6.772190])"
wafer_095,"tensor([9.263386,7.941222,0.423105,-7.353528,-6.411379,1.497646,6.416142,-3.962272,1.605271,2.823040,3.428475,-4.843240,11.581075,1.726552,-1.292386,-0.879737,-2.401909,2.979363,2.696599,-0.043024,1.788305,-7.648021,-0.136657,-1.768250,-5.130164,8.829498,10.360664,-11.637034,1.043408,1.386518,3.133387,13.703396,9.874024,5.966354,7.168859,3.372025,-12.444529,2.113969,10.032279,-4.557969,-3.207430,-0.554600,-1.758725,1.959751,-4.162802,6.804264,6.682839,6.508018])"
wafer_096,"tensor([-0.373723,-2.512753,-2.348781,1.399530,2.897351,-1.675890,-7.962562,-4.072478,4.580824,2.470812,0.031235,-4.683097,3.551924,0.052442,4.186272,3.163094,5.446981,3.921999,4.649580,-6.036648,0.759985,7.329386,3.774887,-0.312259,-0.863497,-2.006153,-5.489172,1.696580,4.275195,-6.197260,-4.170394,-8.411349,-6.096388,-1.052797,5.448782,-10.919012,7.882193,0.675929,0.602353,6.045893,5.105614,-5.045204,5.442493,-2.593785,8.013198,-0.911240,-2.096651,-7.856209])"
wafer_097,"tensor([4.424167,-0.613486,-6.048194,3.349412,6.617975,-0.278994,0.679647,-10.305777,17.975378,5.721433,-4.453955,-0.394620,3.164808,3.833141,-5.428818,1.672951,-0.473176,-4.940026,-2.324230,-0.934752,0.323516,8.212935,-6.856358,-2.302802,5.505507,-5.815485,-12.588619,0.790281,1.134260,-6.535911,-1.216726,-6.934749,0.222126,6.764852,4.645434,-3.578907,-5.778470,5.817070,4.981675,3.025127,-1.713201,1.972047,9.239779,3.497982,9.006879,-3.337427,-0.528972,-7.603926])"
wafer_098,"tensor([4.752393,0.491435,-2.983780,6.608741,7.774274,-2.137432,3.332744,-5.898240,12.556242,5.017786,-6.756960,3.306993,-0.940256,0.041084,-4.933513,-0.456431,-1.251473,-8.292190,-5.669746,3.550845,2.997710,7.328066,-5.623436,-3.852844,8.340991,-2.663522,-11.703330,-2.721796,-0.658456,0.910898,3.751717,-4.858387,4.018247,4.731043,4.668834,2.714544,-8.604375,3.796897,2.343517,1.055621,-3.074576,3.233443,9.347241,2.969667,5.740675,-5.751805,-2.581519,-3.692954])"
wafer_099,"tensor([6.244729,-1.419607,-6.920929,5.418801,9.087727,-1.637743,0.984164,-12.982274,19.899338,7.424811,-6.069650,1.571547,1.065774,4.439955,-5.309736,0.777001,0.800230,-6.826883,-3.668017,0.790152,-0.207258,11.071520,-8.028811,-4.970471,7.164390,-5.071035,-14.874933,2.535299,2.010899,-6.742975,-1.312343,-8.630145,-0.110868,8.556369,5.158434,-2.901268,-7.054953,3.600354,2.084585,3.067353,-1.009223,3.204503,11.030450,3.361619,10.452372,-4.805476,-1.927934,-8.119261])"
wafer_100,"tensor([6.247075,-0.583598,-5.493821,5.854081,7.339259,-0.620872,1.923990,-10.927459,18.588735,7.808133,-5.190575,0.917858,2.960656,1.720174,-6.754592,4.054112,-2.111622,-4.906189,-3.366170,-0.004472,-1.480025,11.469426,-8.108665,-2.377910,6.224173,-5.524925,-14.463525,-2.020839,2.869157,-5.872900,1.773358,-6.007945,3.797943,7.503505,3.406912,-6.743517,-8.238776,8.204170,7.270729,1.756654,-4.088796,2.903747,10.518753,4.412676,10.199094,-7.977655,2.280791,-12.074544])"
