labels,FeatDv3Cls
wafer_051,"tensor([-1.138668,-7.024164,-3.261676,2.364046,2.411867,2.245521,-1.077012,5.589996,6.098337,5.327994,-2.321040,-1.558143,3.143716,-3.873220,1.042114,4.167352,2.855192,0.055332,-2.834849,-5.677599,3.337069,3.569738,-0.296894,0.133507,3.116057,1.695935,-4.217797,-1.318141,-3.588276,4.856882,-2.515659,2.410939,3.747729,-2.182567,3.716775,3.452699,-6.455359,4.887942,-1.418624,5.299209,1.931861,0.111141,-0.019840,-7.940638,1.998692,-1.832166,-4.443349,-0.149245])"
wafer_052,"tensor([2.040953,-6.518618,-7.668327,8.653271,-5.062942,-0.584213,-3.014761,-4.132258,-1.107005,0.201137,0.527947,-11.835746,1.627848,-6.946607,9.340923,6.598509,5.553384,1.114901,6.181701,-7.472309,4.102621,6.164316,3.281104,-0.651864,-2.012235,0.957588,2.628866,3.261540,0.189897,2.677861,2.819456,-0.051489,2.824054,-2.676300,1.050046,-1.658800,-5.232915,3.639885,4.985499,6.998751,4.722037,1.510183,1.707919,-12.267803,2.482162,-5.043753,-13.031075,-6.301855])"
wafer_053,"tensor([-2.890314,9.090836,11.814220,1.045161,-8.821119,-1.690428,8.043199,-2.204762,10.044042,-5.470958,0.052325,4.644366,3.822841,4.669805,-9.088385,-8.652333,-0.245243,-4.414822,-4.873071,4.525326,-0.899372,-2.754983,3.587488,0.285722,-4.830429,-4.680865,-3.705157,-3.153931,-14.590638,-4.714980,-4.726603,-7.608486,5.748931,1.033964,0.095528,2.841062,4.713133,-4.924617,-11.451880,-6.678624,-8.058684,2.606217,-1.572463,13.296422,2.876449,-0.399707,3.743222,-0.612400])"
wafer_054,"tensor([0.343876,8.118030,8.253886,0.692513,-8.491706,1.257792,7.888441,2.368440,9.707431,-1.441853,0.302398,6.371893,4.515325,4.551947,-5.337504,-4.803155,4.098728,-3.673431,-7.468738,3.730926,2.647036,-1.643969,1.066486,-1.627229,-2.850010,-0.936748,-2.063213,-4.687141,-15.212934,-1.970785,-2.775059,-2.935395,5.822396,3.730633,-0.332019,1.207401,3.543560,-0.753254,-11.544318,-3.394069,-9.317342,4.749499,3.472359,12.430628,0.459899,-2.145019,4.600524,2.070302])"
wafer_055,"tensor([-0.619682,-3.789638,-3.534813,2.253337,0.845364,1.839633,-0.778454,6.276205,4.493599,3.058290,-0.580236,-1.290758,3.993491,-0.564800,1.148015,3.393948,3.935246,-0.218748,-1.300107,-3.663166,2.025064,2.742826,-2.804805,-0.865665,1.820262,1.375829,-2.167940,-2.847504,-3.703733,4.673183,-2.755360,0.553943,4.134774,-1.106591,2.851899,3.275497,-6.420045,6.237625,-3.523465,4.208088,2.653867,-0.257011,1.414357,-5.202607,1.569806,-2.183322,-2.090813,-0.627824])"
wafer_056,"tensor([-1.388332,-1.878732,-0.477138,-0.577497,5.596771,-1.413338,-1.253430,-5.063472,3.086913,-4.048954,-1.491897,-1.915179,-0.319507,-3.765769,1.920275,4.041433,-5.483741,-0.664809,1.902605,4.575223,3.547998,1.414614,2.048162,1.586289,-3.317431,-0.386883,3.094490,6.272019,4.511364,-0.064685,-1.029209,3.927920,2.986031,-0.519957,3.361022,-3.490467,2.165941,1.238199,3.919378,3.371413,1.616246,-0.967621,-5.490434,-3.230078,-0.556365,3.720927,-0.059577,-4.075621])"
wafer_057,"tensor([1.138274,-4.753628,-6.745612,9.183738,-7.298468,-2.194459,-2.828027,-5.139494,-2.472497,-2.075513,-1.701347,-11.272404,2.179196,-7.084600,8.545347,7.158690,5.233746,1.075927,7.842347,-7.483014,1.446743,8.460177,1.406885,0.385654,-0.099331,-0.288220,4.706901,0.691261,-1.335897,0.963036,4.820036,-1.777985,3.922100,-2.289795,0.694738,-3.043375,-6.609858,4.743419,9.248513,8.708669,5.870927,2.849338,0.136573,-12.433756,2.748855,-6.621160,-11.465318,-5.411748])"
wafer_058,"tensor([-0.589316,-6.629769,-0.967074,-0.298937,5.985529,3.691375,-0.284515,9.859360,10.186545,3.303980,-4.894644,4.699819,5.538372,-2.173260,-3.237268,5.228774,1.252533,-0.930109,-5.843419,-0.178228,4.434113,3.005643,-2.036636,0.423623,3.456011,3.278376,-2.976495,-2.058903,-4.075532,6.271287,-6.038980,1.381652,6.572804,-2.688995,4.949420,4.760773,-6.840233,6.212909,-5.103989,5.615895,1.432723,-2.544405,0.303691,-4.413197,-0.132141,0.071895,0.875550,-1.274539])"
wafer_059,"tensor([-3.899810,2.056581,5.955033,-0.155313,-1.804558,-5.966389,-3.249940,1.501935,-1.757938,1.641494,-1.686313,5.861546,-4.836931,7.226593,-7.317522,-3.887780,2.521624,-2.135409,-7.358232,-8.094136,-4.014011,-2.535510,-4.444736,1.245078,2.926948,1.512421,-5.189405,-10.680323,-10.799977,-3.220137,0.430193,1.351527,-0.945729,0.964718,3.672663,6.024496,1.334524,3.827993,-5.512571,-7.948770,-3.421172,3.880773,-1.725740,4.567264,3.191233,-1.996304,2.741597,12.680530])"
wafer_060,"tensor([-1.321600,-1.502844,-2.322587,-2.024210,8.705129,0.144029,-2.182686,-5.337886,3.739266,-3.507998,1.946774,-1.580434,-0.167140,-2.848799,2.760724,5.007244,-8.961379,-0.713211,-0.982392,4.130573,4.696000,-0.626463,3.360110,1.009012,-6.003528,0.531311,1.024415,6.814153,6.664155,2.992571,-2.955840,6.437818,1.735333,-0.443318,5.080950,-2.156048,3.545471,3.098210,-0.794307,0.923338,0.644434,-3.064139,-5.459843,-1.572133,-2.773630,7.102341,2.442208,-3.993207])"
wafer_061,"tensor([-3.332705,0.504620,-1.534423,-1.211684,5.936030,-1.590755,-0.363999,-6.984379,2.864129,-6.606113,-0.335507,-4.382842,1.105459,-3.624569,2.693332,5.733892,-7.806397,-0.840141,4.820233,5.318281,2.108243,1.996878,2.604009,2.287158,-2.276152,-3.396854,2.877813,6.771210,5.289827,-1.236086,-2.630273,3.130021,3.836508,-1.546829,4.479452,-4.821890,0.563868,1.456842,5.925019,4.070626,3.904360,-1.817916,-8.487103,-6.442355,-0.345225,4.556958,0.906094,-6.675946])"
wafer_062,"tensor([-2.181157,9.314806,9.802822,1.825443,-13.419255,-0.708653,9.375019,0.435484,10.444975,-4.258138,1.237009,4.617538,5.589601,4.029484,-7.270910,-6.911313,2.734508,-3.962805,-5.205310,3.131877,-1.386240,-0.149433,1.474938,-0.192328,-3.917820,-3.946191,-2.665924,-5.243706,-16.338979,-3.560390,-2.166114,-8.472052,6.040004,1.816371,-2.109118,2.491426,2.039560,-2.976350,-9.846205,-4.184213,-7.071885,6.280565,1.543259,13.648872,2.232661,-5.294336,1.997562,-0.223037])"
wafer_063,"tensor([-1.603178,9.278151,10.043861,0.881969,-10.460797,0.400657,8.432245,2.775277,8.113986,-1.691562,0.344708,6.420105,3.636220,5.168428,-7.639076,-7.171309,4.307628,-3.610046,-7.316152,2.955189,-0.467558,-2.549929,1.079763,-1.102340,-1.353676,-1.671469,-3.401603,-6.590159,-15.973922,-3.144605,-2.873419,-5.696753,4.901774,2.233202,-2.540066,2.404775,2.846659,-3.167827,-11.802045,-4.689218,-8.985033,4.608044,3.381570,13.850822,1.936212,-3.280978,4.596865,2.283619])"
wafer_064,"tensor([-1.479895,-5.696924,0.709316,2.769487,3.323792,0.672175,-1.778272,6.546633,7.185880,0.723428,-5.325719,3.708263,4.498197,-1.989497,-5.421505,3.185538,-0.008156,-0.994581,-4.986410,-1.345079,3.265665,2.513965,-2.361836,1.172750,1.246222,2.116966,-1.355134,-1.836072,-4.982417,4.084954,-6.160951,-0.963242,6.352480,-3.168569,6.812756,6.966314,-5.980315,6.243702,-6.308286,2.948564,0.660017,-2.853411,-1.183827,-3.177858,0.348646,-1.303969,-1.100939,-1.201981])"
wafer_065,"tensor([-2.517315,-3.885201,-1.464394,2.721885,1.275069,0.132589,-1.016936,5.281156,6.510041,2.142863,-3.366795,0.216254,3.699843,-2.243288,-0.385271,4.874954,3.335098,-1.508633,-2.850821,-4.104805,3.088984,3.729246,-1.632411,-0.394809,3.433525,1.102073,-3.680074,-3.957675,-7.945291,4.038361,-3.777519,1.759626,6.330091,-1.444904,5.277478,3.710432,-7.312946,7.095348,-2.304726,4.624735,2.604259,0.596050,-0.695190,-5.910891,3.009993,-2.668355,-2.753085,-0.148077])"
wafer_066,"tensor([0.746771,-7.149246,-5.622404,9.307018,-5.407691,-1.263615,-3.762037,-4.942963,-1.658903,1.766843,-3.043428,-10.978868,-0.359050,-7.117022,8.557866,7.484030,6.762676,1.927814,4.403042,-8.751208,4.025402,6.564977,1.905038,-0.777153,0.588038,2.294399,3.635299,1.026573,-3.173338,-0.238780,5.236130,1.671029,3.634257,-1.048911,0.443002,-2.194116,-4.811442,4.729833,8.072186,7.352853,4.620304,2.455798,1.807551,-12.122599,4.533984,-6.889218,-12.723120,-3.683155])"
wafer_067,"tensor([-2.898866,1.383697,-0.427937,-4.751858,10.237413,0.801132,1.682602,-3.750481,4.459462,-1.264668,-2.012111,1.483195,-0.332041,-1.223475,2.371610,5.188205,-5.182064,-1.678063,2.187414,6.938791,4.533734,1.010171,0.275581,-0.043346,0.326379,-3.307900,1.820924,5.692400,3.846710,-0.784890,-1.377757,7.371074,3.801300,2.698901,4.389660,-7.279635,2.780038,-0.131045,6.275553,4.926744,1.776162,-0.634720,-6.832511,-3.747551,-0.447108,6.454454,5.076668,-3.192161])"
wafer_068,"tensor([-0.615712,-8.199247,-5.942521,1.358288,4.772881,3.008396,-1.903430,8.738549,5.796878,3.991975,-2.407276,0.446473,5.536166,-4.545359,1.503229,7.415119,1.983544,-0.225093,-4.425737,-3.190431,3.730109,4.067606,-2.351687,0.888291,2.611956,3.408734,-0.959614,-1.668687,0.339267,7.474791,-2.897766,3.728985,3.184925,-3.176364,3.948499,4.605834,-7.976829,9.208397,-1.744488,6.839052,3.130254,-0.852621,2.654314,-5.234517,-1.029315,-1.860790,-2.387701,0.149370])"
wafer_069,"tensor([0.925667,-5.919678,-3.471882,0.640563,4.816475,3.525615,-1.255847,8.434126,4.024277,7.563844,-0.828413,0.253096,2.971139,-1.347554,1.500100,4.390643,5.450085,1.612407,-2.440476,-5.376500,3.801263,2.355831,-1.264178,-1.312164,4.476295,1.432405,-3.208452,-1.971958,-3.719670,7.119680,-2.343029,2.894314,3.000870,-0.777052,3.769340,2.119641,-5.811745,4.015874,-3.855216,4.845268,2.463505,-2.137084,2.281183,-7.954939,1.657890,0.502354,-2.080081,-1.412561])"
wafer_070,"tensor([1.115207,-5.418272,-2.344295,-0.052620,4.190390,4.067397,-0.393581,8.060496,4.225484,6.551390,-1.746522,1.178517,2.622433,-0.886560,-0.733375,3.107992,2.903689,1.622730,-2.832460,-2.230542,4.575919,0.836513,-1.567725,-1.951324,2.948706,2.919853,-2.644744,-0.502685,-1.831467,6.321652,-4.214398,1.774281,2.603898,0.119077,2.866023,2.422231,-4.329994,3.590130,-4.868787,3.694253,1.746459,-3.411398,2.199477,-6.025427,0.833991,0.390981,-0.566214,-1.685034])"
wafer_071,"tensor([-4.007264,6.508965,2.925936,-1.865811,-2.797046,-5.935230,-2.545445,0.526347,-3.943464,-2.954851,-0.875976,6.386841,-4.824954,6.980973,-4.210658,-1.487383,2.653307,-3.262639,-5.037025,-3.655808,-5.064692,-1.561955,-6.523501,0.232872,3.322773,-0.331799,-0.246250,-9.847323,-7.889222,-4.405038,2.412054,2.071355,-0.222866,4.824357,2.061969,0.944816,0.436306,7.278290,-0.153567,-4.332843,-1.792486,6.608082,-1.515022,5.292209,2.665653,-2.023989,5.119571,14.089648])"
wafer_072,"tensor([-4.087283,-1.454894,0.926737,-2.886909,6.183759,0.890771,1.493375,-4.901516,7.624504,-1.063069,1.564400,-3.010156,0.828887,-2.448875,1.167130,2.651784,-7.270473,-2.256050,-0.391117,2.861143,4.072454,-0.279523,4.771462,1.616690,-3.503581,-2.505221,-2.253216,5.718785,1.848060,1.081770,-3.563935,4.878131,1.556232,-1.428606,3.079378,-2.117480,2.241183,-2.002406,-1.917894,-0.100465,0.576959,-2.390118,-5.890057,-3.282728,0.813331,6.160387,1.009325,-5.073399])"
wafer_073,"tensor([2.045326,-5.428857,-5.978992,11.319659,-7.443478,-2.647417,-3.792921,-6.412924,-2.777551,-3.267441,-3.330399,-9.891424,0.937462,-7.702232,6.476991,6.355907,4.531813,1.476438,6.733727,-7.010973,2.484887,7.682065,1.371383,1.505445,-2.623620,1.706165,6.477687,2.931941,-1.145474,-0.390216,4.580314,-0.692491,4.743401,-1.289568,1.856161,-1.955352,-4.295248,5.300207,8.670934,7.620343,4.486855,1.819669,1.006252,-10.186250,2.700124,-6.723204,-13.350738,-6.284320])"
wafer_074,"tensor([-2.711594,8.514532,10.233978,3.352063,-12.832020,-2.949126,7.300118,-2.680937,8.619871,-5.863736,-0.777321,4.548328,4.267220,4.249872,-8.215805,-6.642252,1.722478,-4.203215,-5.945340,1.736213,-2.035437,-0.584290,1.437368,0.540065,-3.589486,-3.096394,-2.670460,-5.342090,-16.517412,-4.765272,-2.525414,-7.654827,5.779150,0.272820,-0.751353,4.178326,2.110865,-1.363558,-9.609964,-5.404242,-7.277776,5.657049,0.094542,13.455017,3.057117,-4.507208,0.975034,1.739126])"
wafer_075,"tensor([1.028289,-4.299963,-3.133024,-0.882996,5.856181,4.696770,-1.976273,8.151911,5.483240,6.974266,0.248110,0.762082,2.477686,-0.475959,0.998495,4.969095,4.095941,0.919625,-3.895782,-1.963486,5.634511,0.669911,-0.057668,-2.174744,1.670204,2.278678,-3.296147,-1.031452,-3.631470,7.434289,-4.191832,4.291903,3.755016,0.605143,4.355170,2.063310,-3.544258,4.820121,-6.006162,4.167812,1.889286,-3.227432,1.729669,-7.467755,0.791580,2.733442,-0.228735,-2.009269])"
wafer_076,"tensor([1.206551,-6.904889,-5.765144,11.612202,-9.106181,-2.706327,-4.218350,-5.881715,-3.045626,-2.104327,-2.367234,-11.691063,1.509365,-7.880287,7.332566,6.003535,5.157802,1.834476,7.127942,-8.817460,1.498288,7.897607,2.448635,1.365896,-1.243017,0.322775,4.042060,1.368682,-1.717451,-1.037830,4.392302,-2.112020,3.671093,-3.586639,0.300404,0.102416,-6.631349,4.392077,8.687830,7.389470,5.341575,1.965243,1.234684,-11.911752,3.447941,-7.887202,-15.272212,-6.146666])"
wafer_077,"tensor([0.042828,-6.424522,-2.081639,-0.681911,5.646183,2.364552,0.119285,9.161098,7.161774,2.796232,-5.873236,3.738129,4.558849,-2.672999,-4.070789,4.775118,0.573277,0.570812,-2.725452,1.511126,3.498488,3.457648,-2.541058,1.134639,5.088490,1.650351,-0.427501,-0.766532,-1.350513,4.705198,-5.636288,-1.061436,5.974881,-1.559644,4.133955,3.985656,-7.071140,5.609002,-2.335539,6.490968,2.496399,-3.022837,-0.103636,-5.684032,0.617479,-0.684081,1.219422,-3.025759])"
wafer_078,"tensor([0.118849,-4.271431,-0.938312,1.727422,2.860882,1.339742,-2.360528,6.300525,4.763921,2.701688,-2.182267,1.303386,2.297828,-0.987325,-2.671449,3.169881,2.738395,0.531692,-3.120507,-2.331689,2.504278,1.961562,-0.943883,0.097062,1.076855,1.853852,-1.814331,-1.272943,-3.935613,4.990275,-3.988994,-0.169353,4.163355,-1.443628,4.371704,4.498725,-5.126172,5.045066,-4.998682,3.013181,1.897811,-2.885978,-0.150419,-5.284516,0.908745,-0.346602,-1.769667,-2.195503])"
wafer_079,"tensor([-1.106821,7.726773,12.421813,1.869951,-10.378670,-0.207702,7.753784,1.694492,9.662121,-0.757598,-1.439865,7.855467,1.778468,4.989454,-10.284226,-9.129877,3.215857,-2.790900,-8.443691,3.060141,-0.328246,-2.349975,2.350644,0.506100,-2.217011,-0.365690,-5.164699,-5.217462,-16.316573,-4.061055,-4.352564,-8.028900,4.288932,1.803298,-1.743661,4.824777,3.973595,-6.136393,-13.705788,-7.224453,-9.475664,3.225051,3.212512,15.028839,1.609720,-2.318524,3.786736,0.772935])"
wafer_080,"tensor([2.597220,-7.088858,-6.374751,10.719920,-5.133644,-3.362839,-4.708263,-4.106157,-3.061754,-2.296292,-6.008254,-9.364066,1.049355,-7.324934,5.774884,7.762752,4.437923,2.238484,7.598631,-5.836743,2.665595,7.487084,0.453743,0.393039,0.653023,0.720264,6.248178,2.601935,-0.731463,-0.998798,3.696892,-2.073288,5.704832,-1.711015,1.890307,-1.955516,-7.377994,5.204379,9.579580,9.450301,6.089402,0.956780,-0.322144,-13.514224,3.145252,-5.606387,-13.755304,-7.498400])"
wafer_081,"tensor([-0.144400,2.725802,0.033036,-0.562834,1.933534,-0.779848,1.310394,-9.179568,3.490068,-3.595143,-0.077314,-3.763901,-1.227698,-2.319910,3.116721,2.698901,-4.607447,-0.894508,3.216214,5.208570,4.872782,0.053406,4.192044,-0.455672,-4.273756,-2.184143,2.152777,7.058370,1.792630,-1.892274,-0.636544,3.331539,4.050036,2.174819,2.485953,-6.352588,4.211204,-2.285130,3.555432,1.164141,-0.244777,-0.227534,-5.331914,-2.347550,0.969229,5.319464,-0.526629,-7.157503])"
wafer_082,"tensor([-1.756793,2.728486,5.632216,0.612348,-3.800413,-5.380799,-3.688510,1.209476,-5.606500,3.184273,-0.244512,3.567862,-6.298878,7.898542,-6.222704,-5.629669,5.283206,0.034940,-3.931718,-8.013309,-5.070966,-3.724451,-3.477701,-0.653865,4.704214,-0.696173,-6.405481,-10.565032,-9.865223,-4.416209,1.188936,-3.063616,-2.237140,1.886236,1.007919,4.775834,0.968454,-1.831977,-5.274232,-8.207248,-2.135035,1.506238,-0.987072,2.469288,4.943324,-1.394630,0.470746,8.686988])"
wafer_083,"tensor([-1.319724,2.989166,3.764116,0.733995,-6.759036,-4.945135,-4.079043,2.037234,-6.683521,-1.142838,2.118580,4.065654,-3.251134,7.274063,-5.765692,-5.989348,3.590342,-0.866692,-5.372649,-7.815549,-8.867511,-3.512926,-4.574977,0.744633,0.714943,1.484437,-3.265142,-10.649816,-7.077280,-1.923969,0.906058,-3.468738,-4.750827,0.979606,-0.109428,7.212084,2.050157,2.913154,-7.484339,-8.868679,-3.550286,3.175111,1.381454,7.501438,0.680556,-3.411761,1.227024,12.221772])"
wafer_084,"tensor([0.905999,-7.547661,-2.717049,4.178081,1.341890,2.337494,-2.697453,7.823453,4.476086,4.273834,-1.733189,-1.144589,5.034371,-2.913058,-2.154239,3.559293,2.473500,0.722330,-2.767870,-5.212120,3.247598,3.307745,-1.316326,0.796385,1.037798,2.228128,-2.653534,-1.826505,-3.875384,6.883635,-5.333867,-1.594936,4.517234,-3.723504,4.987665,6.392340,-7.071669,5.375779,-6.961961,3.151464,2.659004,-3.243626,0.845578,-7.177556,1.339541,-1.592233,-5.042082,-3.850622])"
wafer_085,"tensor([-0.356331,9.049673,9.717015,-0.145855,-8.063952,-0.036055,9.425547,1.493335,9.342222,-2.574872,-1.704704,8.045147,4.116084,4.448364,-7.789510,-6.357351,2.987930,-3.676201,-7.318347,6.409784,1.106503,-1.174959,0.336316,-0.342690,-1.698234,-1.355714,-1.548245,-4.111445,-13.787496,-3.565050,-2.289462,-6.027265,5.336624,3.686014,-1.768872,-0.166309,3.348962,-2.295373,-8.223192,-3.219705,-8.075090,4.854101,2.674365,14.938140,0.343557,-2.088328,5.434128,1.154362])"
wafer_086,"tensor([-2.286216,2.420007,2.717102,0.802592,-3.583643,-6.424047,-6.491478,0.625227,-8.104630,1.211972,1.078702,2.356936,-6.110356,6.910711,-5.482954,-5.204498,2.471565,0.354919,-3.221083,-9.128176,-7.418041,-3.038143,-4.449203,0.167857,4.127639,0.089788,-4.629916,-9.409549,-5.882723,-3.517343,0.851066,-2.675264,-4.141788,-0.297873,1.003912,5.626781,0.116702,0.405791,-4.365249,-9.311508,-0.477269,0.765232,-1.287436,1.491346,3.731052,-1.914005,0.257814,9.989084])"
wafer_087,"tensor([0.489908,-7.162465,-3.941867,9.809125,-6.894704,-2.097698,-3.980544,-3.322289,-2.397886,0.385931,-4.018469,-9.386101,0.547742,-6.517113,5.477529,3.502550,4.463484,1.137283,4.396539,-8.182834,1.942863,5.473439,2.014889,0.485949,0.773339,1.906270,2.090542,0.302354,-2.447435,-0.261654,3.949282,-2.732360,2.313591,-2.976269,0.300516,2.030461,-5.609467,1.926236,5.711494,5.216570,3.809462,1.137921,1.799119,-9.969138,3.629609,-6.869815,-12.661812,-3.418489])"
wafer_088,"tensor([-2.390261,-6.614283,-3.451468,1.003412,3.295570,1.513680,-0.783719,7.272508,6.310530,2.539712,-3.510340,1.107538,3.643428,-3.108289,-0.890945,4.709782,0.873430,-0.795105,-4.035436,-3.956428,3.276665,2.704293,-1.752267,1.389361,2.837999,1.981503,-2.360684,-2.268741,-2.125770,5.457058,-3.575970,2.257666,4.016723,-2.491316,4.647524,4.596139,-5.602741,6.559857,-2.950616,4.974732,2.701847,-0.916911,-0.573225,-5.172622,-0.092754,-0.484965,-1.288134,0.639344])"
wafer_089,"tensor([-3.291846,5.882183,9.205502,1.858827,-9.702067,-1.693386,8.622216,-1.414196,12.137066,-3.629022,-3.049481,5.144514,4.241605,1.735168,-6.600716,-4.719634,1.586019,-4.581876,-7.619806,3.044290,1.866056,0.931013,2.059177,0.343441,-2.743742,-0.705931,-2.653731,-5.358095,-15.300539,-4.511920,-1.267328,-3.212311,7.327096,1.983761,-0.292589,2.744247,1.101826,-0.179122,-6.479018,-1.611572,-7.209472,6.585387,1.643078,12.991217,2.248924,-4.532736,2.516827,1.461605])"
wafer_090,"tensor([-4.986877,6.137091,10.081898,0.939990,-11.935394,-1.757771,8.812764,1.176486,11.587921,-1.461864,0.597212,5.178949,4.908405,3.195767,-7.503803,-8.169128,1.859685,-6.133943,-8.301233,-0.019828,-2.690722,-1.434026,2.547797,2.292834,-2.875993,-2.507590,-6.940749,-6.684202,-15.193873,-2.922806,-2.177188,-6.953539,2.832876,-1.658885,-2.816131,6.395295,1.112701,-3.153682,-11.006555,-5.887493,-7.873196,6.732068,1.753529,15.576130,1.916750,-5.375932,2.717635,5.069264])"
wafer_091,"tensor([1.287246,-7.946933,-6.116022,8.788185,-4.832932,-2.186299,-4.038301,-3.677937,-2.367456,-1.578573,-3.808432,-9.816661,0.806134,-7.027781,5.375144,7.434137,3.882711,2.479959,7.384708,-6.192112,2.143248,7.697275,1.650163,0.293024,0.226328,-0.330438,4.685336,2.472980,-0.538726,-0.549093,2.322672,-2.192869,4.647275,-2.690278,2.105629,0.093080,-7.158980,4.676149,8.185975,7.717176,5.841627,-0.325556,-0.046168,-13.233071,2.196135,-5.016463,-12.563812,-7.273642])"
wafer_092,"tensor([-2.543460,8.872632,10.092703,1.835609,-12.047037,0.228874,10.409585,1.426163,14.746434,-4.684150,0.359191,5.585121,7.715739,2.525498,-7.053721,-4.920347,2.350085,-4.711460,-7.985434,4.818664,0.772218,0.597108,2.092573,-0.237494,-4.590860,-3.138567,-3.213472,-5.481917,-19.582030,-2.319385,-3.928867,-7.120064,8.958541,1.219562,-0.347630,3.142074,0.589157,1.454550,-12.393347,-2.436416,-8.212665,6.162701,2.147564,13.335368,2.937463,-4.349157,3.580537,-0.198119])"
wafer_093,"tensor([-3.431486,2.698980,2.974386,4.190079,-9.778714,-7.621414,-5.198987,-0.922691,-6.692404,-4.790792,0.878964,0.634678,-1.443199,4.680667,-5.679815,-4.161209,3.510980,-1.693788,-3.314025,-9.575058,-8.624661,-0.558845,-3.682777,1.967719,-0.577838,-0.888385,-1.733715,-11.241824,-9.210632,-4.281883,1.417902,-5.272180,-1.749625,-1.660253,1.388257,8.326248,-1.053158,6.182506,-4.526297,-7.803035,-0.825214,3.835891,-0.451677,4.278868,2.312122,-6.070748,-2.786464,11.367025])"
wafer_094,"tensor([-1.381410,5.595547,6.237788,1.748655,-7.100829,-5.532127,-1.979065,-2.077322,-5.052647,-2.467203,0.425240,4.333754,-4.709299,6.909759,-5.916783,-6.682538,2.783851,-0.716704,-5.002883,-5.363127,-5.241450,-2.714700,-2.832464,0.346691,0.578327,-0.261952,-2.353436,-8.653027,-9.552269,-4.594436,1.745125,-2.909887,-1.613570,1.477067,0.808066,4.202968,2.765349,-0.207602,-5.162415,-8.642137,-3.498774,3.722565,0.379581,6.846950,2.191140,-2.517402,1.405973,8.277262])"
wafer_095,"tensor([-3.727687,1.078301,0.785989,-1.741229,7.070674,-1.008662,0.698620,-8.004609,6.388148,-4.702575,1.494207,-1.574906,0.359901,-2.929751,2.060805,5.274726,-9.450310,-2.016537,-0.159262,5.693248,4.499748,-0.495221,4.219296,2.223777,-5.119621,-2.036571,0.304478,7.894484,4.403987,-0.819097,-2.676763,6.856222,1.871833,-0.509310,4.962238,-3.494483,4.402965,-0.722451,1.016015,0.314070,0.078777,-2.419514,-8.406691,-1.227249,-1.164760,7.672351,2.486674,-5.517254])"
wafer_096,"tensor([1.578907,-5.297337,-4.356547,-1.175547,5.718469,5.439600,1.123919,9.950788,4.809609,6.157161,-1.506066,2.545160,3.975894,-1.970838,2.707130,5.777417,4.814225,0.763609,-2.579325,-0.462659,4.105615,2.253466,-2.806300,-1.704152,4.320029,3.035774,-0.956384,-1.080644,-0.071144,7.462241,-1.694080,3.346555,2.120454,-0.413367,0.982982,0.608926,-6.097405,6.383580,-1.076269,7.410628,3.040627,-0.017649,4.021956,-4.682729,-1.719964,-1.042982,1.079462,-0.038922])"
wafer_097,"tensor([1.545458,-7.758427,-5.542206,9.431961,-6.261159,-2.848479,-4.823537,-3.280738,-2.859686,-2.876421,-3.471062,-8.743269,1.055055,-7.866134,5.734326,5.387672,3.570486,1.834980,5.041956,-6.331229,1.530466,6.287765,1.908805,1.212626,-1.456445,2.216493,4.680546,1.959345,0.663724,-0.528078,3.888667,-1.845652,3.410139,-3.554369,0.810099,1.292864,-6.309983,5.981030,6.908796,6.625041,4.306291,0.970766,0.743828,-8.627802,0.750041,-7.529309,-12.396944,-3.290336])"
wafer_098,"tensor([1.999375,-2.549732,-1.975356,11.065678,-7.248317,-4.909434,-3.956870,-7.138140,-4.055734,-2.556795,-4.313902,-8.154489,-1.734026,-3.577195,2.781395,4.039496,5.936214,2.497211,6.770443,-5.589965,1.829685,5.562184,1.448028,-0.059129,0.357146,-0.838562,4.642050,0.066728,-6.059739,-3.426250,2.594869,-3.789206,6.309853,0.889618,2.442748,-2.309009,-3.661712,1.585576,6.269935,5.104939,2.912735,0.817780,-0.827485,-11.028427,5.186138,-4.501673,-11.400352,-7.146425])"
wafer_099,"tensor([0.847962,-7.413446,-5.120074,11.633893,-7.598532,-3.740905,-3.369111,-5.278493,-3.321370,-2.013119,-4.661536,-10.693924,1.193468,-8.027559,5.714769,5.398869,5.664216,1.757769,6.476897,-8.305198,0.750310,8.171274,1.826656,2.085159,0.250906,1.066711,4.592611,0.780581,-2.313913,-1.792983,4.974993,-3.278106,4.617248,-3.779536,0.543606,0.421248,-8.029819,4.320500,9.259834,7.975270,5.121258,3.004336,0.401097,-11.121533,4.018766,-9.339858,-14.949060,-4.277082])"
wafer_100,"tensor([2.536486,-7.164846,-6.762310,11.287553,-7.734515,-2.743869,-6.633445,-4.881095,-5.076191,-3.841826,0.286973,-12.163299,1.946000,-6.448424,6.536116,7.233035,4.427890,3.197456,7.520325,-8.280066,0.367618,6.493617,1.582168,1.746254,-3.517177,0.925405,5.045999,1.819397,-0.384615,1.971546,2.172971,-2.940538,2.024872,-4.321166,1.657468,0.798382,-5.872559,5.978213,4.544293,4.865003,4.515881,0.881000,1.858351,-11.143797,1.308544,-6.550182,-14.185348,-6.017613])"
